GENDER,AGE,INCOME_LEVEL,TRAVEL_DAYS,COMPANION_CNT,VISITED_POI_CNT,AVG_STAY_TIME,MAIN_TRANSPORT,ADV_CONSUME_KRW,PREF_NATURE,PREF_ACTIVITY,PREF_GOURMET,PREF_REST,TOTAL_EXPENDITURE
0,30,1,2,1,4,133.6,0,111700.0,1,4,1,5,360200.0
0,35,2,2,1,6,66.9,2,130700.0,4,1,3,5,722600.0
1,47,4,2,5,10,88.7,0,80200.0,4,1,2,4,1957800.0
1,30,2,1,2,3,111.9,0,33000.0,5,1,4,5,346200.0
1,51,4,1,2,3,98.9,1,3200.0,5,4,1,2,373300.0
1,33,2,1,1,1,55.0,0,4800.0,5,2,4,1,96000.0
1,21,1,1,3,2,114.5,2,1700.0,3,1,5,1,518300.0
0,38,2,3,1,9,142.9,1,43700.0,1,2,5,5,1308100.0
0,47,4,2,3,2,142.8,0,17300.0,3,3,2,5,850200.0
1,27,3,2,1,2,110.1,2,84700.0,5,5,1,2,498700.0
1,23,1,2,1,8,116.8,0,126200.0,4,5,5,3,661700.0
1,54,4,1,2,2,76.4,0,20700.0,1,2,4,1,395800.0
0,23,2,4,1,16,57.9,2,59500.0,1,4,4,5,1286700.0
0,38,2,1,3,4,87.6,2,40900.0,5,5,2,4,867600.0
1,31,2,1,4,1,169.3,0,11200.0,5,2,5,5,211400.0
0,37,2,2,1,6,71.4,0,77100.0,5,1,3,5,528400.0
1,41,4,2,1,6,105.2,0,1000.0,5,2,5,1,3840100.0
1,20,1,3,1,3,103.2,0,61500.0,5,3,2,5,2025300.0
1,32,3,1,3,3,76.9,0,6500.0,5,2,5,4,430300.0
1,38,3,3,1,6,141.9,0,24500.0,1,1,1,4,687200.0
1,42,3,1,0,5,145.6,0,32100.0,3,2,2,4,237100.0
0,28,2,1,1,5,183.3,1,22200.0,4,1,3,2,1468600.0
1,36,3,2,0,12,62.1,0,9200.0,5,1,4,4,601500.0
1,20,1,2,2,6,104.2,0,27800.0,4,3,5,1,853000.0
1,24,1,2,1,4,93.1,2,73700.0,1,3,4,3,564000.0
0,28,1,2,1,2,66.0,0,101900.0,4,5,2,5,316300.0
1,22,1,2,2,4,66.7,1,119000.0,1,1,4,5,792900.0
0,48,3,2,0,2,95.8,0,45400.0,2,1,1,5,251200.0
0,24,1,3,0,9,73.7,0,38800.0,3,1,2,4,358400.0
1,58,4,2,1,8,55.7,0,113200.0,2,5,2,4,1003500.0
0,65,6,3,1,12,94.3,0,49700.0,1,4,5,4,1780400.0
0,38,2,4,1,4,51.3,0,51900.0,2,3,2,3,681500.0
1,26,1,1,5,1,73.7,0,55500.0,1,3,1,3,165700.0
1,36,2,2,2,10,102.7,0,28000.0,2,1,5,3,1372400.0
1,47,3,2,3,6,85.3,0,39300.0,1,5,1,3,854800.0
1,36,2,1,3,1,81.0,0,10900.0,3,1,3,3,203900.0
1,28,1,2,1,16,153.3,3,25300.0,3,3,5,5,1219600.0
0,38,2,1,1,2,139.1,2,700.0,3,5,2,5,330300.0
0,55,5,2,1,10,92.9,2,24600.0,1,2,2,3,741400.0
1,46,4,2,2,6,54.5,1,17800.0,4,3,2,5,1563100.0
1,21,1,1,2,2,118.4,0,4500.0,2,2,3,3,200500.0
1,48,4,1,1,7,178.4,0,19500.0,2,4,1,3,694700.0
1,20,2,3,1,1,137.8,1,145100.0,2,2,2,3,695000.0
0,20,1,1,1,3,44.5,0,53300.0,2,5,4,5,217300.0
1,52,6,1,1,4,83.1,0,5600.0,3,2,2,2,322700.0
0,25,2,1,3,4,64.3,0,41800.0,4,4,5,2,338100.0
1,24,1,2,1,8,57.6,0,151900.0,2,3,5,2,663600.0
1,21,1,2,3,16,129.7,0,16100.0,4,4,4,1,1268500.0
1,58,3,2,1,8,129.0,3,36800.0,1,5,3,2,890900.0
0,43,2,1,2,2,152.1,1,18200.0,1,2,5,2,487000.0
0,33,3,2,3,2,113.7,0,28900.0,2,2,3,2,643400.0
0,44,3,2,3,4,88.4,0,63400.0,5,5,3,4,853900.0
1,27,2,1,0,1,96.6,0,19400.0,3,1,4,3,95000.0
1,33,3,2,1,8,58.3,0,57500.0,2,5,5,5,907100.0
0,34,2,2,1,6,138.0,2,28900.0,3,5,2,4,586000.0
0,23,2,2,1,2,64.1,0,22400.0,2,4,3,3,242800.0
1,35,1,1,1,3,75.7,1,18700.0,3,4,3,2,212800.0
0,52,4,1,3,6,79.4,0,43800.0,5,5,5,2,1000100.0
1,27,1,1,0,4,20.0,0,51200.0,5,3,5,4,131000.0
1,25,1,1,1,1,120.4,1,26300.0,1,2,4,5,215200.0
0,24,1,2,0,2,56.8,1,107300.0,2,5,1,4,208200.0
0,21,2,1,3,3,114.1,1,1800.0,5,1,1,4,705000.0
1,56,5,2,4,6,74.3,3,16700.0,5,2,1,3,2266000.0
0,31,2,1,1,7,74.0,1,4400.0,2,3,3,1,409100.0
0,30,3,1,0,5,51.1,1,12400.0,2,5,4,5,232100.0
1,46,4,2,2,14,138.6,1,37400.0,1,3,1,5,1889500.0
1,24,1,1,2,3,146.4,0,6400.0,5,2,5,4,305500.0
1,30,1,3,1,6,125.0,0,48900.0,3,1,3,4,558600.0
1,33,4,1,3,4,99.3,0,29000.0,2,2,3,2,843400.0
0,33,2,1,4,2,94.8,0,22000.0,2,2,5,4,451700.0
0,66,4,2,1,12,128.0,1,59500.0,2,5,4,3,1673900.0
1,48,3,2,1,6,85.6,0,20700.0,2,2,4,2,572600.0
1,31,3,1,1,1,136.1,0,62500.0,5,5,1,1,182900.0
1,40,3,1,1,2,56.3,2,7600.0,3,5,5,3,212800.0
1,21,1,2,1,12,124.4,0,73800.0,1,3,2,5,995400.0
0,26,1,4,1,16,135.0,0,54500.0,4,1,4,5,1425100.0
1,25,3,3,0,9,51.6,0,57200.0,5,5,1,3,429000.0
0,33,2,1,1,4,60.6,1,6500.0,5,4,3,4,366500.0
1,30,2,4,0,12,88.4,0,26800.0,4,3,4,4,393600.0
0,30,4,1,1,4,104.8,2,5500.0,4,5,2,4,555300.0
0,54,3,1,1,2,68.4,0,1700.0,2,5,3,5,169800.0
0,30,4,2,1,14,93.2,2,1200.0,3,3,3,3,1565800.0
1,36,4,1,1,3,20.0,0,8300.0,5,2,5,4,207600.0
1,20,2,1,1,4,116.8,0,15700.0,5,5,5,2,299400.0
1,20,1,1,2,6,118.4,0,10900.0,1,1,4,5,495600.0
1,31,2,1,1,4,143.2,0,7100.0,4,5,2,3,291000.0
0,32,3,2,5,4,110.1,0,1400.0,4,3,5,3,1397500.0
0,40,5,2,1,12,77.0,0,122500.0,5,4,1,3,1513400.0
1,28,1,1,1,2,54.5,0,27400.0,4,3,3,3,184900.0
0,27,2,2,0,6,61.5,2,21000.0,2,3,1,1,331400.0
1,34,2,3,2,6,86.9,0,22400.0,1,1,3,2,1038800.0
0,21,1,2,3,8,60.4,3,37600.0,5,2,1,1,1141800.0
1,24,1,1,3,6,63.1,2,100.0,1,1,3,4,982800.0
0,45,4,4,5,8,88.7,0,300.0,2,1,5,1,9986100.0
1,20,1,2,1,4,33.6,0,1600.0,1,5,1,1,373900.0
1,33,2,1,1,6,55.3,0,11900.0,4,4,4,5,270500.0
1,28,3,1,1,2,97.6,1,35300.0,5,3,4,3,212100.0
0,21,1,1,1,1,99.3,2,27300.0,1,1,2,1,93000.0
1,34,2,2,0,12,120.3,0,117700.0,3,1,2,3,417700.0
1,40,3,1,3,4,95.4,0,11000.0,5,2,2,2,412800.0
1,33,2,2,3,8,91.1,0,42000.0,1,2,1,1,1362400.0
1,43,4,1,1,2,112.3,2,65700.0,5,4,3,5,332500.0
1,25,3,3,1,3,96.7,1,2900.0,1,3,2,5,717000.0
1,48,3,1,0,4,56.0,2,9400.0,1,1,5,4,229800.0
1,22,2,3,2,15,62.0,1,8000.0,4,5,4,1,1676600.0
1,48,2,3,1,15,148.7,0,1600.0,1,2,4,2,1338100.0
1,35,2,1,3,2,202.6,2,6000.0,3,1,5,3,309300.0
0,56,4,2,2,4,115.8,2,800.0,4,5,4,1,1122300.0
0,31,1,1,1,3,54.7,0,13300.0,3,1,1,4,171100.0
1,25,1,3,1,20,156.5,0,20500.0,3,4,5,5,862900.0
1,25,1,2,0,6,74.9,0,23100.0,2,4,1,1,309300.0
1,41,2,1,3,5,104.9,1,40800.0,3,5,4,4,680100.0
1,31,2,1,1,4,89.3,0,6100.0,1,2,5,2,270000.0
0,41,3,1,5,2,96.5,0,14100.0,5,4,5,3,564700.0
0,20,1,3,1,1,74.6,0,51000.0,4,2,5,2,526400.0
1,34,4,2,2,8,135.4,0,65800.0,4,5,4,2,1077500.0
0,27,1,2,0,1,83.5,0,95800.0,4,5,4,3,241900.0
1,61,5,1,1,1,111.4,0,9500.0,5,1,4,1,165700.0
0,44,5,1,2,1,110.7,2,27000.0,3,5,2,3,424300.0
1,57,5,4,2,20,86.1,0,35700.0,2,1,2,4,3324700.0
1,24,1,1,2,2,37.3,1,15000.0,1,2,3,2,259300.0
1,31,1,3,1,20,61.0,1,103900.0,4,1,5,3,1614100.0
1,42,4,1,4,4,114.9,0,12200.0,1,2,4,5,794700.0
0,25,1,1,5,6,100.8,0,41200.0,3,4,5,3,1261300.0
1,54,5,2,0,10,61.5,0,46900.0,2,2,1,3,559300.0
1,53,5,4,3,4,91.5,0,69100.0,4,3,1,4,1983800.0
0,53,4,3,1,12,97.3,2,5200.0,3,1,4,2,1421600.0
1,44,5,1,2,3,110.4,1,19200.0,2,4,2,4,650100.0
1,21,1,1,1,5,153.7,0,2200.0,4,2,3,4,309300.0
1,28,1,2,4,2,20.0,2,62200.0,3,5,2,5,711800.0
1,61,6,2,0,6,132.4,2,11800.0,1,1,5,4,400700.0
1,21,1,2,1,10,97.6,2,18400.0,5,2,2,4,487300.0
0,48,4,1,1,3,53.9,0,14300.0,4,4,4,5,343700.0
1,42,5,3,1,1,95.8,1,18400.0,2,5,2,1,737600.0
1,36,3,2,1,4,140.6,0,40700.0,2,1,1,4,369800.0
0,63,5,2,0,4,151.1,1,107600.0,5,4,4,3,509000.0
0,25,1,2,2,6,54.3,0,45800.0,5,5,4,4,739700.0
0,33,2,1,5,4,60.3,1,32100.0,3,3,4,2,843300.0
1,26,1,4,2,16,44.7,0,2700.0,5,5,2,3,1890200.0
1,30,2,2,3,6,98.2,1,58400.0,4,1,1,3,1412300.0
0,22,2,2,1,1,99.9,1,32700.0,5,3,2,1,484700.0
1,32,3,3,1,6,124.6,0,249500.0,4,2,5,2,1093500.0
0,40,3,2,1,4,105.4,0,90800.0,1,3,3,2,587300.0
1,55,4,2,0,18,121.3,1,99100.0,5,3,3,2,623500.0
1,28,2,1,3,3,41.5,0,4500.0,1,3,3,4,525900.0
1,37,2,1,0,5,151.3,0,20200.0,2,5,5,4,135100.0
1,56,4,1,3,3,135.4,1,8100.0,5,3,5,3,988300.0
0,27,2,1,0,4,71.5,2,2200.0,2,3,5,1,218200.0
0,25,2,1,2,2,62.4,0,4400.0,1,2,1,4,255600.0
0,28,1,1,0,1,116.1,0,16900.0,2,3,4,4,70100.0
1,32,3,1,0,1,35.3,1,6200.0,1,5,5,1,49900.0
1,28,1,1,2,1,64.3,2,13900.0,3,4,3,2,248900.0
1,63,7,1,1,2,54.0,0,3500.0,1,4,3,3,277900.0
1,36,1,1,2,5,86.6,0,8900.0,3,5,2,4,456700.0
1,38,1,2,1,6,74.5,0,64300.0,2,5,4,1,657000.0
1,21,2,2,0,6,62.5,2,181800.0,1,3,5,1,493900.0
1,31,2,1,3,2,59.1,0,3300.0,3,5,4,2,239100.0
1,48,4,2,1,2,67.6,0,38000.0,1,3,5,5,339700.0
0,42,4,2,2,6,48.3,0,3400.0,4,1,3,5,1071200.0
1,48,4,1,1,2,109.0,0,50200.0,4,2,4,5,310200.0
0,34,4,2,1,4,129.4,1,10300.0,2,2,4,5,721400.0
1,55,4,3,1,9,104.1,0,223300.0,4,2,5,4,1383000.0
1,41,4,2,1,2,138.4,0,30500.0,5,1,5,1,500300.0
0,47,2,1,1,1,60.6,0,1200.0,3,2,4,3,102600.0
1,28,1,2,1,6,63.8,0,73300.0,5,3,5,4,545900.0
1,21,2,1,1,3,105.5,1,4300.0,4,4,4,5,267300.0
0,25,1,2,2,10,110.0,0,177200.0,2,2,2,3,788400.0
0,45,3,4,2,8,90.5,2,15700.0,5,2,4,3,1817100.0
1,37,2,2,0,6,89.1,0,36400.0,2,3,1,5,264300.0
1,34,2,3,1,9,52.7,0,120000.0,1,3,4,3,844600.0
1,58,6,1,1,2,20.0,0,2000.0,5,2,2,4,211400.0
1,50,3,4,0,20,109.5,2,17000.0,1,5,2,2,1097000.0
1,58,4,2,1,10,124.4,0,14100.0,5,1,3,4,580300.0
1,26,2,1,0,3,74.7,1,4000.0,3,4,3,4,172100.0
1,43,3,2,5,2,70.7,0,800.0,2,4,1,2,777200.0
1,22,1,1,2,3,66.9,0,1100.0,1,1,5,5,166600.0
0,25,1,1,0,4,76.9,0,10400.0,4,2,5,5,159300.0
0,20,1,2,0,4,125.2,2,59800.0,5,2,2,2,226200.0
0,32,2,1,2,2,57.3,0,900.0,1,2,2,4,175100.0
1,31,3,2,1,6,112.6,1,51800.0,5,2,3,1,927600.0
1,48,3,1,2,2,72.6,2,15800.0,5,2,2,3,384900.0
1,22,3,1,3,1,20.2,0,13500.0,5,4,4,3,213300.0
0,41,4,4,1,4,78.0,0,64600.0,1,2,4,3,1060500.0
0,33,3,1,0,3,147.4,0,30200.0,1,3,1,1,170500.0
0,21,1,2,2,6,66.0,0,7400.0,5,5,4,4,539800.0
0,30,2,2,4,6,81.7,0,3100.0,4,2,1,5,1499700.0
1,25,1,2,1,1,90.3,0,1700.0,2,3,3,2,260300.0
0,37,4,3,2,12,96.9,1,9600.0,5,4,4,3,1920100.0
1,31,2,2,1,6,144.0,1,66000.0,4,3,1,1,802900.0
1,28,1,1,1,5,62.2,2,2900.0,2,1,5,2,301500.0
0,22,1,2,2,16,90.4,0,83700.0,5,1,1,4,991400.0
1,37,2,1,3,3,116.6,0,21600.0,2,3,4,1,273300.0
1,57,4,2,1,4,65.0,0,27400.0,5,2,1,1,577000.0
0,32,2,3,2,15,92.6,0,131600.0,1,2,3,2,2189700.0
1,42,2,2,0,6,124.4,0,164700.0,5,2,2,2,364000.0
1,45,2,2,1,1,71.8,0,152900.0,5,3,5,3,350000.0
1,50,4,2,1,8,83.9,1,102300.0,5,1,3,4,1150700.0
0,43,4,2,0,2,49.7,2,69900.0,5,1,5,2,327500.0
1,30,2,3,1,3,123.1,0,147000.0,4,4,5,3,697100.0
1,42,3,1,1,2,95.5,1,14800.0,3,1,1,3,322200.0
0,58,4,1,2,1,75.1,1,16200.0,4,1,2,2,309100.0
1,34,2,2,2,6,79.2,0,1500.0,4,5,1,1,860100.0
1,24,3,2,1,10,89.7,0,152800.0,1,1,1,1,788000.0
1,23,1,1,0,4,101.7,3,300.0,5,3,4,1,79000.0
0,42,4,1,1,3,67.2,1,36600.0,4,2,1,3,466500.0
1,44,4,1,5,3,69.9,3,6400.0,2,3,2,1,960500.0
0,23,2,3,1,12,80.8,0,114700.0,5,2,3,4,1302300.0
0,37,2,2,0,6,95.3,0,42300.0,1,2,1,1,388200.0
0,33,2,1,0,3,146.2,0,1200.0,1,4,2,1,183100.0
0,27,2,1,1,2,61.9,3,1300.0,2,1,1,3,112300.0
0,65,4,1,0,3,32.1,0,10100.0,1,4,5,5,124400.0
0,24,2,1,2,4,139.0,0,10700.0,5,2,1,4,257200.0
1,23,2,1,2,2,59.3,0,13000.0,3,5,4,3,219500.0
0,33,3,3,1,20,141.4,0,60200.0,3,5,5,4,1062700.0
0,43,2,4,1,8,133.5,0,65000.0,4,4,2,4,1176500.0
1,28,2,1,1,1,109.1,0,8500.0,1,4,1,1,123800.0
1,43,4,1,3,8,132.5,0,15500.0,5,1,5,4,764700.0
1,38,3,1,1,2,25.9,0,5500.0,2,4,5,1,204900.0
0,25,1,2,2,6,42.7,0,120000.0,2,4,3,4,650800.0
0,26,1,1,1,1,99.9,0,7500.0,5,3,5,5,98000.0
0,32,2,1,1,3,76.5,0,6000.0,5,4,2,4,169100.0
0,27,1,1,1,6,62.5,0,4100.0,2,4,1,2,495900.0
0,52,4,2,1,6,118.3,1,113500.0,1,3,5,1,1082900.0
0,40,5,2,1,4,99.0,0,900.0,4,2,2,5,371700.0
0,64,5,2,1,4,126.7,0,7600.0,4,2,3,1,623300.0
0,21,2,1,1,2,77.0,0,6100.0,4,3,1,5,135500.0
1,65,4,3,0,12,89.4,0,199300.0,5,1,4,1,906600.0
0,38,2,3,1,9,143.9,0,61800.0,2,4,5,2,1028600.0
0,30,1,1,1,1,45.1,0,33000.0,2,1,5,2,140800.0
1,23,1,1,1,5,87.0,1,12700.0,2,5,3,5,273400.0
1,20,3,2,3,4,59.4,1,221300.0,2,1,2,3,1229200.0
0,40,2,1,0,3,149.3,0,55100.0,2,4,3,1,168800.0
1,37,2,1,1,3,174.2,0,32500.0,3,2,2,3,270200.0
1,21,1,2,0,10,97.3,1,29000.0,5,4,1,4,455600.0
0,30,4,2,1,8,107.2,0,204700.0,5,4,5,2,1245700.0
1,27,1,1,1,6,86.4,0,3800.0,3,4,4,1,197800.0
1,33,2,2,2,8,85.0,1,69700.0,4,1,3,2,1255500.0
0,32,1,3,1,3,92.9,0,15800.0,1,2,4,4,608200.0
0,43,3,1,1,4,42.8,1,15200.0,5,2,4,5,356100.0
1,44,3,2,3,4,113.1,0,26500.0,5,1,5,1,3079700.0
1,30,3,1,3,2,55.5,0,3000.0,3,1,5,1,312900.0
0,30,2,1,4,5,77.6,2,18300.0,5,1,4,1,912000.0
0,32,2,2,2,4,91.2,0,29000.0,5,5,1,5,677200.0
0,45,3,1,3,2,63.3,0,6500.0,4,5,4,2,236500.0
1,20,1,1,1,1,110.9,0,9900.0,3,4,2,5,107400.0
1,21,1,1,0,4,73.4,0,26800.0,5,5,2,2,166700.0
0,26,3,2,0,4,127.3,0,82100.0,2,1,2,1,336400.0
1,30,3,2,2,8,59.5,0,63500.0,3,1,2,5,1181700.0
1,36,3,1,3,1,84.2,3,8000.0,4,1,3,4,647700.0
0,53,5,2,0,6,52.5,2,107000.0,1,2,1,5,549800.0
0,25,1,1,1,6,124.4,0,93700.0,5,2,3,2,283400.0
1,37,2,2,2,6,79.1,2,22700.0,2,5,3,1,865700.0
1,48,2,1,3,1,70.5,0,6200.0,2,3,2,2,167400.0
1,45,3,2,1,8,83.4,0,173500.0,1,3,1,3,985900.0
1,38,1,4,4,1,86.2,0,1400.0,3,1,1,1,727600.0
0,33,2,3,1,6,104.2,1,94900.0,4,2,4,4,947600.0
1,25,2,1,1,4,108.9,0,31400.0,5,4,3,4,352400.0
1,57,5,3,1,3,84.7,0,12300.0,5,5,1,3,766100.0
0,28,2,1,1,3,88.6,1,14000.0,5,2,5,2,385000.0
0,52,6,3,0,15,20.0,0,3700.0,2,1,3,4,1071200.0
0,41,2,1,2,2,74.2,0,5700.0,3,1,1,2,261900.0
0,35,1,1,2,1,140.1,0,26300.0,1,3,5,1,165100.0
0,23,2,1,2,5,105.7,0,16000.0,3,1,5,5,382800.0
0,30,2,1,1,1,52.4,0,21400.0,4,1,5,1,110800.0
0,37,2,2,1,4,76.4,0,48800.0,4,4,2,2,378500.0
0,28,1,3,1,6,69.1,0,100100.0,1,5,4,3,576200.0
1,48,3,2,0,4,127.5,0,111800.0,2,4,4,1,362100.0
1,61,5,2,1,4,123.9,0,15900.0,1,3,1,4,727800.0
1,38,2,2,0,2,62.7,3,36900.0,4,2,1,1,154800.0
1,46,3,1,0,2,90.3,0,1300.0,2,3,4,1,94300.0
1,24,2,1,2,3,50.3,1,1700.0,3,1,5,1,507500.0
0,36,2,1,0,3,68.1,1,77200.0,4,5,1,3,272300.0
1,28,1,1,4,1,69.4,0,53300.0,2,1,2,2,223900.0
1,37,2,1,1,5,65.4,0,22200.0,2,5,2,3,200700.0
1,55,4,1,5,7,102.8,0,9900.0,5,5,4,4,1378000.0
1,43,4,1,0,3,137.2,1,10600.0,3,5,1,2,190600.0
0,20,2,1,1,1,87.9,0,4500.0,2,2,1,4,145800.0
0,35,3,3,1,9,53.1,0,28600.0,1,3,5,2,1061000.0
0,32,2,1,2,1,97.3,0,8500.0,3,2,1,2,114600.0
1,35,2,2,1,6,97.3,0,8700.0,3,2,4,1,508500.0
1,45,3,2,1,6,83.4,0,21900.0,4,2,1,1,760200.0
0,43,3,2,3,2,155.1,2,56300.0,3,4,1,3,767400.0
1,31,2,1,1,5,98.5,0,16400.0,3,4,2,2,369500.0
1,38,2,1,0,4,110.1,0,10900.0,5,4,4,4,135100.0
0,21,1,1,1,1,20.0,1,29700.0,3,2,3,1,115600.0
0,22,2,1,2,3,56.3,1,6900.0,2,1,4,4,464300.0
0,30,1,1,1,1,108.0,0,7900.0,1,4,4,1,105800.0
0,36,3,2,1,20,99.9,0,77400.0,5,4,3,2,1919900.0
0,40,2,2,0,1,76.8,0,36700.0,5,2,3,4,196200.0
0,48,2,2,1,8,105.9,0,12700.0,5,3,2,3,543400.0
0,20,3,1,2,3,122.5,0,17400.0,5,1,5,3,305200.0
0,34,4,1,1,3,73.5,0,8000.0,4,5,4,3,342700.0
1,26,1,2,1,1,68.2,0,16900.0,5,5,4,1,167900.0
0,22,1,1,0,1,81.0,2,14300.0,4,1,4,1,64500.0
1,48,3,2,1,8,107.4,0,57100.0,4,2,4,3,565500.0
0,27,1,2,0,14,70.0,0,16200.0,3,3,2,4,402200.0
1,32,3,1,1,1,119.9,3,21700.0,1,3,4,1,180700.0
0,24,3,1,1,1,73.1,1,15500.0,3,5,3,3,137800.0
0,56,4,2,3,4,70.4,0,18500.0,4,3,3,1,864600.0
1,33,2,1,0,4,172.1,0,20800.0,3,5,1,5,210200.0
1,24,1,1,1,2,46.8,2,1000.0,2,4,2,4,250900.0
1,32,2,1,1,3,117.4,0,1800.0,5,2,1,2,220800.0
0,48,5,1,1,3,26.8,1,15700.0,5,3,4,4,450800.0
0,58,5,2,3,2,113.0,2,16400.0,4,2,2,2,1034300.0
1,26,1,2,1,6,184.2,0,7500.0,3,4,2,3,589700.0
1,51,4,1,0,2,127.0,1,23600.0,2,1,5,1,734200.0
1,56,4,3,2,12,136.8,3,16600.0,2,1,5,3,2546400.0
1,56,3,3,1,12,86.6,0,29200.0,2,1,1,2,822200.0
0,44,4,3,0,6,123.0,0,157500.0,4,5,1,5,646900.0
1,38,2,2,1,2,98.7,2,16600.0,3,5,3,2,528300.0
0,32,2,1,1,3,160.9,0,19300.0,2,1,3,1,180200.0
0,43,3,1,1,2,51.3,1,17900.0,2,4,3,5,314400.0
1,30,3,2,0,10,131.6,0,21600.0,3,5,2,1,434200.0
1,45,2,2,1,6,105.0,0,69200.0,3,1,4,5,2485700.0
0,33,3,2,1,6,58.1,0,33900.0,5,2,1,1,488900.0
0,40,4,4,1,20,80.4,0,13100.0,1,1,3,2,1616100.0
1,41,5,2,4,8,34.0,0,79500.0,1,1,2,2,2545100.0
0,22,1,1,0,2,20.0,0,37600.0,2,2,5,2,114900.0
1,48,3,1,4,4,48.0,0,21900.0,3,5,4,2,667000.0
0,37,2,1,1,3,76.4,0,13200.0,5,2,5,5,281400.0
1,56,4,2,2,6,92.8,2,36800.0,4,5,5,4,1388300.0
1,33,2,2,1,12,44.2,1,68300.0,1,4,4,4,1221400.0
0,30,2,2,1,4,78.9,0,36900.0,1,5,2,3,405700.0
0,57,4,2,3,1,98.3,0,54100.0,3,3,5,4,764600.0
0,23,2,3,3,9,69.8,0,54300.0,4,5,2,3,1128500.0
0,52,3,2,1,6,52.2,0,28000.0,1,3,5,2,658400.0
1,38,2,2,0,2,64.4,0,163100.0,5,5,3,1,300900.0
0,33,3,1,1,3,136.8,1,4800.0,1,2,4,4,295000.0
1,23,2,2,3,1,29.6,0,52300.0,3,5,1,4,454700.0
0,38,3,2,1,4,130.4,1,4500.0,3,1,4,2,534500.0
1,21,2,1,2,4,137.8,1,2300.0,4,5,5,2,670300.0
1,24,3,1,2,6,77.5,0,22500.0,1,2,5,4,772900.0
1,23,1,3,2,9,106.1,0,39600.0,4,2,3,2,1382700.0
1,28,1,1,1,3,62.7,0,7300.0,1,5,3,4,239400.0
0,64,4,2,1,1,99.4,0,73000.0,2,5,4,1,417900.0
0,68,4,1,4,7,167.9,0,10800.0,1,5,1,1,904700.0
1,38,2,2,1,6,134.5,0,183800.0,3,4,4,3,656200.0
1,41,2,2,2,8,72.4,0,13000.0,3,3,1,4,797000.0
1,38,2,1,1,5,43.8,0,20100.0,2,5,2,1,389400.0
0,42,3,1,2,2,79.7,0,14800.0,1,5,5,1,148100.0
1,43,2,4,1,1,99.6,0,17100.0,1,3,2,5,399400.0
1,50,6,2,1,2,115.3,0,163400.0,3,1,4,1,588100.0
0,30,1,3,2,3,86.2,0,29500.0,2,4,1,3,692700.0
0,40,4,1,1,2,152.5,0,3400.0,3,4,1,1,184800.0
1,28,1,1,2,2,91.1,1,79800.0,2,1,2,2,306100.0
1,67,7,1,1,3,73.4,1,9700.0,3,3,3,5,464000.0
1,24,2,2,1,4,108.4,0,106700.0,5,3,3,4,434300.0
0,34,3,1,1,3,114.5,0,17000.0,1,2,2,3,298000.0
1,48,4,1,1,3,63.3,1,12500.0,4,3,3,1,347500.0
0,42,2,1,1,6,57.1,0,82100.0,5,4,1,4,358000.0
0,22,3,1,2,4,32.5,0,3700.0,3,2,4,1,236100.0
0,56,5,2,2,8,79.9,1,60000.0,2,5,3,5,1783500.0
1,28,2,1,1,1,132.6,0,2000.0,4,5,1,4,123400.0
1,35,3,2,1,1,113.3,0,93900.0,2,5,4,2,385300.0
1,21,1,3,2,12,129.3,3,24200.0,2,2,1,2,1035900.0
0,20,2,1,2,2,67.1,0,100.0,1,4,5,4,280200.0
1,31,2,2,2,14,84.3,2,3100.0,3,3,4,2,1832400.0
0,30,2,4,2,12,23.3,0,3900.0,1,2,5,3,1672100.0
1,28,1,3,1,3,125.3,0,72500.0,2,4,3,5,421500.0
1,27,3,1,1,1,137.0,0,6000.0,1,3,3,3,116300.0
0,36,1,1,1,4,52.7,1,2000.0,5,1,1,4,325600.0
1,42,3,1,0,3,146.9,0,38200.0,2,4,2,3,181100.0
0,57,4,2,2,8,81.8,0,18900.0,2,1,1,5,1110900.0
1,21,2,2,0,6,52.1,1,800.0,5,5,5,5,328500.0
1,31,2,2,3,4,78.9,0,42700.0,2,5,4,4,800800.0
0,22,1,1,2,1,112.0,0,5900.0,4,4,2,3,141200.0
1,26,1,1,3,1,88.1,0,3100.0,4,1,1,5,143400.0
0,40,4,2,3,6,69.8,1,51800.0,3,2,5,4,1184200.0
1,37,4,2,1,6,110.7,2,78300.0,3,3,5,5,604600.0
1,26,2,2,2,6,114.0,0,72400.0,1,5,3,1,902400.0
1,23,1,1,0,1,83.9,0,32600.0,1,5,1,1,85700.0
0,24,3,1,0,6,77.5,0,3000.0,5,5,1,5,166000.0
1,40,3,1,2,2,70.9,0,9000.0,5,5,5,4,304100.0
1,63,5,1,0,2,106.7,0,18600.0,2,4,1,1,185000.0
0,20,1,1,5,5,33.9,1,1100.0,3,4,3,5,1167300.0
0,20,1,1,2,4,63.3,3,7000.0,3,1,2,2,603900.0
1,50,5,1,2,4,84.3,1,12700.0,3,2,5,3,426800.0
1,56,4,1,1,2,62.4,0,6900.0,3,1,3,5,124300.0
1,36,2,1,2,8,98.9,0,9800.0,1,2,3,1,833200.0
1,23,1,2,0,10,95.7,0,8600.0,4,4,4,5,305000.0
1,21,1,1,2,5,176.8,0,6900.0,5,5,2,4,248400.0
0,32,2,2,0,14,63.4,0,26100.0,5,1,3,1,645100.0
0,37,2,2,2,4,89.6,0,6700.0,3,2,4,4,492500.0
